"Evidence statement GUID","Study GUID"
"CG66ES74","CG66ST234"
"CG66ES75","CG66ST235"
"CG66ES76","CG66ST228"
"CG66ES76","CG66ST231"
"CG66ES76","CG66ST232"
"CG66ES76","CG66ST233"
"CG66ES76","CG66ST235"
"CG66ES77","CG66ST231"
"CG66ES78","CG66ST232"
"CG66ES78","CG66ST233"
"CG66ES79","CG66ST229"
"CG66ES80","CG66ST235"
"CG66ES81","CG66ST232"
"CG66ES81","CG66ST233"
"CG66ES82","CG66ST230"
"CG66ES83","CG66ST232"
"CG66ES84","CG66ST233"
"CG66ES85","CG66ST234"
"CG66ES86","CG66ST234"
"CG66ES87","CG66ST234"
"CG66ES88","CG66ST234"
"CG66ES89","CG66ST236"
"CG66ES89","CG66ST237"
"CG66ES89","CG66ST241"
"CG66ES89","CG66ST247"
"CG66ES89","CG66ST243"
"CG66ES89","CG66ST245"
"CG66ES89","CG66ST249"
"CG66ES88","CG66ST246"
"CG66ES89","CG66ST237"
"CG66ES89","CG66ST238"
"CG66ES89","CG66ST240"
"CG66ES89","CG66ST244"
"CG66ES90","CG66ST237"
"CG66ES91","CG66ST247"
"CG66ES92","CG66ST241"
"CG66ES93","CG66ST247"
"CG66ES94","CG66ST236"
"CG66ES94","CG66ST237"
"CG66ES94","CG66ST241"
"CG66ES94","CG66ST247"
"CG66ES94","CG66ST243"
"CG66ES94","CG66ST245"
"CG66ES94","CG66ST249"
"CG66ES94","CG66ST246"
"CG66ES94","CG66ST247"
"CG66ES95","CG66ST243"
"CG66ES96","CG66ST245"
"CG66ES97","CG66ST249"
"CG66ES98","CG66ST246"
"CG66ES99","CG66ST237"
"CG66ES100","CG66ST236"
"CG66ES101","CG66ST238"
"CG66ES102","CG66ST240"
"CG66ES103","CG66ST243"
"CG66ES104","CG66ST245"
"CG66ES105","CG66ST241"
"CG66ES106","CG66ST245"
"CG66ES107","CG66ST249"
"CG66ES108","CG66ST248"
"CG66ES109","CG66ST236"
"CG66ES109","CG66ST237"
"CG66ES110","CG66ST236"
"CG66ES110","CG66ST237"
"CG66ES110","CG66ST238"
"CG66ES110","CG66ST239"
"CG66ES110","CG66ST240"
"CG66ES110","CG66ST241"
"CG66ES110","CG66ST242"
"CG66ES110","CG66ST243"
"CG66ES110","CG66ST244"
"CG66ES110","CG66ST245"
"CG66ES110","CG66ST246"
"CG66ES110","CG66ST247"
"CG66ES110","CG66ST248"
"CG66ES110","CG66ST249"
"CG66HES09","CG66ST263"
"CG66HES09","CG66ST271"
"CG66HES10","CG66ST265"
"CG66ES111","CG66ST237"
"CG66ES111","CG66ST254"
"CG66ES111","CG66ST253"
"CG66ES111","CG66ST255"
"CG66ES111","CG66ST257"
"CG66ES111","CG66ST258"
"CG66ES111","CG66ST252"
"CG66ES111","CG66ST251"
"CG66ES111","CG66ST256"
"CG66ES111","CG66ST250"
"CG66ES112","CG66ST237"
"CG66ES113","CG66ST254"
"CG66ES114","CG66ST237"
"CG66ES115","CG66ST254"
"CG66ES116","CG66ST237"
"CG66ES117","CG66ST237"
"CG66ES118","CG66ST254"
"CG66ES119","CG66ST255"
"CG66ES120","CG66ST255"
"CG66ES121","CG66ST253"
"CG66ES122","CG66ST237"
"CG66ES123","CG66ST257"
"CG66ES124","CG66ST257"
"CG66ES125","CG66ST257"
"CG66ES126","CG66ST258"
"CG66ES127","CG66ST252"
"CG66ES128","CG66ST252"
"CG66ES129","CG66ST257"
"CG66ES130","CG66ST251"
"CG66ES131","CG66ST251"
"CG66ES132","CG66ST257"
"CG66ES133","CG66ST252"
"CG66ES134","CG66ST256"
"CG66ES135","CG66ST256"
"CG66ES136","CG66ST250"
"CG66ES137","CG66ST250"
"CG66ES138","CG66ST250"
"CG66ES139","CG66ST256"
"CG66ES140","CG66ST256"
"CG66ES141","CG66ST268"
"CG66HES12","CG66ST269"
"CG66HES13","CG66ST270"
"CG66ES142","CG66ST259"
"CG66ES142","CG66ST260"
"CG66ES142","CG66ST261"
"CG66ES142","CG66ST262"
"CG66ES143","CG66ST261"
"CG66ES144","CG66ST262"
"CG66ES145","CG66ST259"
"CG66ES146","CG66ST260"
"CG66ES146","CG66ST261"
"CG66ES146","CG66ST262"
"CG66ES147","CG66ST260"
"CG66ES148","CG66ST260"
"CG66ES149","CG66ST261"
"CG66ES150","CG66ST259"
"CG66ES151","CG66ST260"
"CG66ES152","CG66ST262"
"CG66ES153","CG66ST277"
"CG66ES153","CG66ST278"
"CG66ES153","CG66ST280"
"CG66ES153","CG66ST281"
"CG66ES153","CG66ST282"
"CG66ES154","CG66ST277"
"CG66ES154","CG66ST278"
"CG66ES154","CG66ST280"
"CG66ES154","CG66ST281"
"CG66ES154","CG66ST282"
"CG66ES155","CG66ST277"
"CG66ES155","CG66ST278"
"CG66ES155","CG66ST280"
"CG66ES155","CG66ST281"
"CG66ES155","CG66ST282"
"CG66ES156","CG66ST277"
"CG66ES156","CG66ST278"
"CG66ES156","CG66ST280"
"CG66ES156","CG66ST281"
"CG66ES156","CG66ST282"
"CG66ES157","CG66ST277"
"CG66ES157","CG66ST278"
"CG66ES157","CG66ST280"
"CG66ES157","CG66ST281"
"CG66ES157","CG66ST282"
"CG66ES158","CG66ST277"
"CG66ES158","CG66ST278"
"CG66ES158","CG66ST280"
"CG66ES158","CG66ST281"
"CG66ES158","CG66ST282"
"CG66ES159","CG66ST277"
"CG66ES159","CG66ST278"
"CG66ES159","CG66ST280"
"CG66ES159","CG66ST281"
"CG66ES159","CG66ST282"
"CG66ES160","CG66ST277"
"CG66ES160","CG66ST278"
"CG66ES160","CG66ST280"
"CG66ES160","CG66ST281"
"CG66ES160","CG66ST282"
"CG66ES161","CG66ST277"
"CG66ES161","CG66ST278"
"CG66ES161","CG66ST280"
"CG66ES161","CG66ST281"
"CG66ES161","CG66ST282"
"CG66ES162","CG66ST277"
"CG66ES162","CG66ST278"
"CG66ES162","CG66ST280"
"CG66ES162","CG66ST281"
"CG66ES162","CG66ST282"
"CG66ES163","CG66ST277"
"CG66ES163","CG66ST278"
"CG66ES163","CG66ST280"
"CG66ES163","CG66ST281"
"CG66ES163","CG66ST282"
"CG66ES164","CG66ST277"
"CG66ES164","CG66ST278"
"CG66ES164","CG66ST280"
"CG66ES164","CG66ST281"
"CG66ES164","CG66ST282"
"CG66ES165","CG66ST277"
"CG66ES165","CG66ST278"
"CG66ES165","CG66ST280"
"CG66ES165","CG66ST281"
"CG66ES165","CG66ST282"
"CG66ES166","CG66ST277"
"CG66ES166","CG66ST278"
"CG66ES166","CG66ST280"
"CG66ES166","CG66ST281"
"CG66ES166","CG66ST282"
"CG66ES167","CG66ST277"
"CG66ES167","CG66ST278"
"CG66ES167","CG66ST280"
"CG66ES167","CG66ST281"
"CG66ES167","CG66ST282"
"CG66ES168","CG66ST285"
"CG66ES169","CG66ST286"
"CG66ES170","CG66ST295"
"CG66ES171","CG66ST295"
"CG66ES172","CG66ST294"
"CG66ES173","CG66ST290"
"CG66ES174","CG66ST293"
"CG66ES175","CG66ST295"
"CG66ES176","CG66ST295"
"CG66ES177","CG66ST291"
"CG66ES178","CG66ST291"
"CG66ES179","CG66ST292"
"CG66ES180","CG66ST294"
"CG66ES181","CG66ST290"
"CG66ES182","CG66ST295"
"CG66ES183","CG66ST291"
"CG66ES184","CG66ST292"
"CG66ES185","CG66ST294"
"CG66ES186","CG66ST298"
"CG66ES187","CG66ST302"
"CG66ES188","CG66ST300"
"CG66ES189","CG66ST299"
"CG66ES190","CG66ST301"
"CG66ES191","CG66ST303"
"CG66ES192","CG66ST304"
"CG66ES193","CG66ST305"
"CG66ES194","CG66ST306"
"CG66ES195","CG66ST304"
"CG66ES195","CG66ST305"
"CG66ES195","CG66ST306"
"CG66ES196","CG66ST308"
"CG66ES196","CG66ST309"
"CG66ES196","CG66ST310"
"CG66ES197","CG66ST309"
"CG66ES197","CG66ST310"
"CG66ES198","CG66ST311"
"CG66ES199","CG66ST311"
"CG66ES200","CG66ST311"
"CG66ES201","CG66ST315"
"CG66ES201","CG66ST317"
"CG66ES201","CG66ST318"
"CG66ES201","CG66ST319"
"CG66ES201","CG66ST320"
"CG66ES202","CG66ST315"
"CG66ES203","CG66ST315"
"CG66ES204","CG66ST321"
"CG66ES205","CG66ST316"
"CG66ES206","CG66ST316"
"CG66ES206","CG66ST326"
"CG66ES207","CG66ST327"
"CG66ES208","CG66ST331"
"CG66ES209","CG66ST330"
"CG66ES210","CG66ST330"
"CG66ES211","CG66ST332"
"CG66ES212","CG66ST332"
"CG66ES213","CG66ST332"
"CG66ES214","CG66ST332"
"CG66ES215","CG66ST332"
"CG66ES216","CG66ST332"
"CG66ES217","CG66ST332"
"CG66ES218","CG66ST332"
"CG66ES219","CG66ST333"
"CG66ES220","CG66ST333"
"CG66ES221","CG66ST333"
"CG66ES222","CG66ST329"
"CG66ES223","CG66ST329"
"CG66ES224","CG66ST329"
"CG66ES225","CG66ST329"
"CG66ES226","CG66ST329"
"CG66ES227","CG66ST329"
"CG66ES228","CG66ST348"
"CG66ES229","CG66ST348"
"CG66ES230","CG66ST348"
"CG66ES231","CG66ST349"
"CG66ES232","CG66ST348"
"CG66ES233","CG66ST349"
"CG66ES234","CG66ST348"
"CG66ES235","CG66ST349"
"CG66ES236","CG66ST349"
"CG66ES237","CG66ST343"
"CG66ES238","CG66ST343"
"CG66ES239","CG66ST347"
"CG66ES240","CG66ST344"
"CG66ES241","CG66ST344"
"CG66ES242","CG66ST344"
"CG66ES243","CG66ST341"
"CG66ES244","CG66ST341"
"CG66ES245","CG66ST341"
"CG66ES246","CG66ST341"
"CG66ES247","CG66ST341"
"CG66ES248","CG66ST342"
"CG66ES249","CG66ST342"
"CG66ES250","CG66ST342"
"CG66ES251","CG66ST342"
"CG66ES252","CG66ST342"
"CG66ES253","CG66ST342"
"CG66ES254","CG66ST346"
"CG66ES255","CG66ST346"
"CG66ES256","CG66ST346"
"CG66ES257","CG66ST346"
"CG66ES258","CG66ST345"
"CG66ES259","CG66ST345"
"CG66ES260","CG66ST345"
"CG66ES261","CG66ST345"
"CG66ES262","CG66ST345"
"CG66ES263","CG66ST345"
"CG66ES264","CG66ST387"
"CG66ES265","CG66ST388"
"CG66ES265","CG66ST389"
"CG66ES266","CG66ST390"
"CG66ES267","CG66ST391"
"CG67ES268","CG67ST392"
"CG73CG73ES1","CG73ST39"
"CG73CG73ES1","CG73ST194"
"CG73CG73ES1","CG73ST209"
"CG73CG73ES1","CG73ST296"
"CG73CG73ES1","CG73ST364"
"CG73CG73ES2","CG73ST39"
"CG73CG73ES2","CG73ST194"
"CG73CG73ES2","CG73ST209"
"CG73CG73ES2","CG73ST296"
"CG73CG73ES2","CG73ST364"
"CG73CG73ES3","CG73ST39"
"CG73CG73ES3","CG73ST194"
"CG73CG73ES3","CG73ST209"
"CG73CG73ES3","CG73ST296"
"CG73CG73ES3","CG73ST364"
"CG73CG73ES4","CG73ST39"
"CG73CG73ES4","CG73ST194"
"CG73CG73ES4","CG73ST209"
"CG73CG73ES4","CG73ST296"
"CG73CG73ES4","CG73ST364"
"CG73CG73ES5","CG73ST39"
"CG73CG73ES5","CG73ST194"
"CG73CG73ES5","CG73ST209"
"CG73CG73ES5","CG73ST296"
"CG73CG73ES5","CG73ST364"
"CG73CG73ES6","CG73ST39"
"CG73CG73ES6","CG73ST194"
"CG73CG73ES6","CG73ST209"
"CG73CG73ES6","CG73ST296"
"CG73CG73ES6","CG73ST364"
"CG73CG73ES7","CG73ST150"
"CG73CG73ES8","CG73ST110"
"CG73CG73ES9","CG73ST151"
"CG73CG73ES10","CG73ST317"
"CG73CG73ES11","CG73ST333"
"CG73CG73ES12","CG73ST168"
"CG73CG73ES13","CG73ST248"
"CG73CG73ES14","CG73ST327"
"CG73CG73ES15","CG73ST104"
"CG73CG73ES16","CG73ST104"
"CG73CG73ES17","CG73ST137"
"CG73CG73ES18","CG73ST58"
"CG73CG73ES18","CG73ST194"
"CG73CG73ES19","CG73ST332"
"CG73CG73ES19","CG73ST72"
"CG73CG73ES19","CG73ST200"
"CG73CG73ES19","CG73ST122"
"CG73CG73ES20","CG73ST332"
"CG73CG73ES20","CG73ST72"
"CG73CG73ES20","CG73ST200"
"CG73CG73ES20","CG73ST122"
"CG73CG73ES21","CG73ST332"
"CG73CG73ES21","CG73ST72"
"CG73CG73ES21","CG73ST200"
"CG73CG73ES21","CG73ST122"
"CG73CG73ES22","CG73ST145"
"CG73CG73ES22","CG73ST362"
"CG73CG73ES22","CG73ST362"
"CG73CG73ES22","CG73ST314"
"CG73CG73ES22","CG73ST51"
"CG73CG73ES23","CG73ST115"
"CG73CG73ES23","CG73ST297"
"CG73CG73ES23","CG73ST332"
"CG73CG73ES23","CG73ST133"
"CG73CG73ES24","CG73ST347"
"CG73CG73ES24","CG73ST353"
"CG73CG73ES25","CG73ST160"
"CG73CG73ES25","CG73ST120"
"CG73CG73ES26","CG73ST160"
"CG73CG73ES26","CG73ST120"
"CG73CG73ES26","CG73ST244"
"CG73CG73ES27","CG73ST160"
"CG73CG73ES27","CG73ST118"
"CG73CG73ES28","CG73ST244"
"CG73CG73ES29","CG73ST160"
"CG73CG73ES29","CG73ST120"
"CG73CG73ES30","CG73ST160"
"CG73CG73ES30","CG73ST120"
"CG73CG73ES31","CG73ST217"
"CG73CG73ES32","CG73ST204"
"CG73CG73ES33","CG73ST77"
"CG73CG73ES33","CG73ST204"
"CG73CG73ES34","CG73ST380"
"CG73CG73ES35","CG73ST157"
"CG73CG73ES36","CG73ST77"
"CG73CG73ES36","CG73ST157"
"CG73CG73ES36","CG73ST204"
"CG73CG73ES36","CG73ST217"
"CG73CG73ES37","CG73ST217"
"CG73CG73ES38","CG73ST157"
"CG73CG73ES39","CG73ST204"
"CG73CG73ES40","CG73ST77"
"CG73CG73ES40","CG73ST204"
"CG73CG73ES41","CG73ST77"
"CG73CG73ES42","CG73ST193"
"CG73CG73ES43","CG73ST257"
"CG73CG73ES44","CG73ST193"
"CG73CG73ES45","CG73ST257"
"CG73CG73ES46","CG73ST257"
"CG73CG73ES47","CG73ST257"
"CG73CG73ES48","CG73ST171"
"CG73CG73ES49","CG73ST171"
"CG73CG73ES50","CG73ST171"
"TA288ES3.1","TA288ST1"
"TA288ES3.2","TA288ST1"
"TA288ES3.3","TA288ST1"
"TA288ES3.4","TA288ST1"
"TA288ES3.5","TA288ST1"
"TA288ES3.6","TA288ST1"
"TA288ES3.7","TA288ST1"
"TA288ES3.8","TA288ST1"
"TA288ES3.9","TA288ST1"
"TA288ES3.10","TA288ST1"
"TA288ES3.11","TA288ST1"
"TA288ES3.12","TA288ST1"
"TA288ES3.13","TA288ST1"
"TA288ES3.14","TA288ST1"
"TA288ES3.15","TA288ST1"
"TA288ES3.16","TA288ST2"
"TA288ES3.16","TA288ST3"
"TA288ES3.17","TA288ST3"
"TA288ES3.17","TA288ST2"
"TA288ES3.18","TA288ST3"
"TA288ES3.18","TA288ST2"
"TA288ES3.19","TA288ST3"
"TA288ES3.19","TA288ST2"
"TA288ES3.20","TA288ST3"
"TA288ES3.20","TA288ST2"
"TA288ES3.21","TA288ST2"
"TA288ES3.21","TA288ST3"
"TA288ES3.22","TA288ST2"
"TA288ES3.22","TA288ST3"
"TA288ES3.23","TA288ST2"
"TA288ES3.23","TA288ST3"
"TA288ES3.24","TA288ST2"
"TA288ES3.24","TA288ST3"
"TA288ES3.25","TA288ST2"
"TA288ES3.25","TA288ST3"
"TA288ES3.26","TA288ST2"
"TA288ES3.26","TA288ST3"
"TA288ES3.27","TA288ST3"
"TA288ES3.27","TA288ST2"
"CG87ES1","CG87ST15"
"CG87ES2","CG87ST15"
"CG87ES3","CG87ST15"
"CG87ES4","CG87ST15"
"CG87ES5","CG87ST26"
"CG87ES6","CG87ST26"
"CG87ES7","CG87ST26"
"CG87ES8","CG87ST26"
"CG87ES9","CG87ST5"
"CG87ES9","CG87ST38"
"CG87ES10","CG87ST5"
"CG87ES11","CG87ST38"
"CG87ES12","CG87ST5"
"CG87ES13","CG87ST38"
"CG87ES14","CG87ST5"
"CG87ES14","CG87ST38"
"CG87ES15","CG87ST5"
"CG87ES16","CG87ST38"
"CG87ES17","CG87ST5"
"CG87ES17","CG87ST38"
"CG87ES18","CG87ST5"
"CG87ES18","CG87ST38"
"CG87ES18","CG87ST33"
"CG87ES18","CG87ST26"
"CG87ES18","CG87ST15"
"CG87ES19","CG87ST5"
"CG87ES19","CG87ST38"
"CG87ES19","CG87ST33"
"CG87ES19","CG87ST26"
"CG87ES19","CG87ST15"
"CG87ES20","CG87ST33"
"CG87ES20","CG87ST38"
"CG87ES21","CG87ST1"
"CG87ES21","CG87ST4"
"CG87ES21","CG87ST12"
"CG87ES21","CG87ST21"
"CG87ES21","CG87ST32"
"CG87ES21","CG87ST35"
"CG87ES21","CG87ST36"
"CG87ES21","CG87ST40"
"CG87ES22","CG87ST1"
"CG87ES22","CG87ST4"
"CG87ES22","CG87ST12"
"CG87ES22","CG87ST21"
"CG87ES22","CG87ST32"
"CG87ES22","CG87ST35"
"CG87ES22","CG87ST36"
"CG87ES22","CG87ST40"
"CG87ES23","CG87ST1"
"CG87ES23","CG87ST4"
"CG87ES23","CG87ST12"
"CG87ES23","CG87ST21"
"CG87ES23","CG87ST32"
"CG87ES23","CG87ST35"
"CG87ES23","CG87ST36"
"CG87ES23","CG87ST40"
"CG87ES24","CG87ST1"
"CG87ES24","CG87ST4"
"CG87ES24","CG87ST12"
"CG87ES24","CG87ST21"
"CG87ES24","CG87ST32"
"CG87ES24","CG87ST35"
"CG87ES24","CG87ST36"
"CG87ES24","CG87ST40"
"CG87ES25","CG87ST1"
"CG87ES25","CG87ST4"
"CG87ES25","CG87ST12"
"CG87ES25","CG87ST21"
"CG87ES25","CG87ST32"
"CG87ES25","CG87ST35"
"CG87ES25","CG87ST36"
"CG87ES25","CG87ST40"
"CG87ES26","CG87ST1"
"CG87ES26","CG87ST4"
"CG87ES26","CG87ST12"
"CG87ES26","CG87ST21"
"CG87ES26","CG87ST32"
"CG87ES26","CG87ST35"
"CG87ES26","CG87ST36"
"CG87ES26","CG87ST40"
"CG87ES27","CG87ST1"
"CG87ES27","CG87ST4"
"CG87ES27","CG87ST12"
"CG87ES27","CG87ST21"
"CG87ES27","CG87ST32"
"CG87ES27","CG87ST35"
"CG87ES27","CG87ST36"
"CG87ES27","CG87ST40"
"CG87ES28","CG87ST1"
"CG87ES28","CG87ST4"
"CG87ES28","CG87ST12"
"CG87ES28","CG87ST21"
"CG87ES28","CG87ST32"
"CG87ES28","CG87ST35"
"CG87ES28","CG87ST36"
"CG87ES28","CG87ST40"
"CG87ES29","CG87ST1"
"CG87ES29","CG87ST4"
"CG87ES29","CG87ST12"
"CG87ES29","CG87ST21"
"CG87ES29","CG87ST32"
"CG87ES29","CG87ST35"
"CG87ES29","CG87ST36"
"CG87ES29","CG87ST40"
"CG87ES30","CG87ST1"
"CG87ES30","CG87ST4"
"CG87ES30","CG87ST12"
"CG87ES30","CG87ST21"
"CG87ES30","CG87ST32"
"CG87ES30","CG87ST35"
"CG87ES30","CG87ST36"
"CG87ES30","CG87ST40"
"CG87ES31","CG87ST1"
"CG87ES31","CG87ST4"
"CG87ES31","CG87ST12"
"CG87ES31","CG87ST21"
"CG87ES31","CG87ST32"
"CG87ES31","CG87ST35"
"CG87ES31","CG87ST36"
"CG87ES31","CG87ST40"
"CG87ES34","CG87ST9"
"CG87ES34","CG87ST19"
"CG87ES34","CG87ST27"
"CG87ES34","CG87ST30"
"CG87ES34","CG87ST41"
"CG87ES35","CG87ST17"
"CG87ES35","CG87ST20"
"CG87ES35","CG87ST10"
"CG87ES36","CG87ST18"
"CG87ES36","CG87ST48"
"CG87ES37","CG87ST18"
"CG87ES38","CG87ST48"
"CG87ES39","CG87ST18"
"CG87ES40","CG87ST48"
"CG87ES41","CG87ST18"
"CG87ES41","CG87ST48"
"CG87ES42","CG87ST18"
"CG87ES43","CG87ST48"
"CG87ES44","CG87ST18"
"CG87ES44","CG87ST48"
"CG87ES45","CG87ST18"
"CG87ES45","CG87ST48"
"CG87ES46","CG87ST8"
"CG87ES47","CG87ST8"
"CG87ES48","CG87ST8"
"CG87ES49","CG87ST8"
"CG87ES50","CG87ST8"
"CG87ES52","CG87ST14"
"CG87ES52","CG87ST25"
"CG87ES53","CG87ST14"
"CG87ES54","CG87ST25"
"CG87ES57","CG87ST14"
"CG87ES58","CG87ST25"
"CG87ES59","CG87ST14"
"CG87ES59","CG87ST25"
"CG87ES60","CG87ST14"
"CG87ES60","CG87ST25"
"CG87ES61","CG87ST14"
"CG87ES62","CG87ST25"
"CG87ES63","CG87ST14"
"CG87ES63","CG87ST25"
"CG87ES63","CG87ST39"
"CG87ES64","CG87ST25"
"CG87ES65","CG87ST25"
"CG87ES66","CG87ST7"
"CG87ES67","CG87ST7"
"CG87ES68","CG87ST7"
"CG87ES69","CG87ST7"
"CG87ES70","CG87ST8"
"CG87ES70","CG87ST14"
"CG87ES70","CG87ST18"
"CG87ES70","CG87ST48"
"CG87ES70","CG87ST7"
"CG87ES70","CG87ST25"
"CG87ES70","CG87ST39"
"CG87ES71","CG87ST8"
"CG87ES71","CG87ST18"
"CG87ES71","CG87ST14"
"CG87ES71","CG87ST48"
"CG87ES72","CG87ST8"
"CG87ES72","CG87ST14"
"CG87ES72","CG87ST18"
"CG87ES72","CG87ST48"
"CG87ES72","CG87ST7"
"CG87ES72","CG87ST25"
"CG87ES72","CG87ST39"
"CG87ES73","CG87ST39"
"CG87ES73","CG87ST47"
"CG87ES74","CG87ST16"
"CG87ES74","CG87ST43"
"CG87ES74","CG87ST45"
"CG87ES74","CG87ST23"
"CG87ES74","CG87ST28"
"CG87ES74","CG87ST29"
"CG87ES75","CG87ST16"
"CG87ES75","CG87ST43"
"CG87ES75","CG87ST45"
"CG87ES75","CG87ST23"
"CG87ES75","CG87ST28"
"CG87ES75","CG87ST29"
"CG87ES76","CG87ST16"
"CG87ES76","CG87ST43"
"CG87ES76","CG87ST45"
"CG87ES76","CG87ST23"
"CG87ES76","CG87ST28"
"CG87ES76","CG87ST29"
"CG87ES77","CG87ST16"
"CG87ES77","CG87ST43"
"CG87ES77","CG87ST45"
"CG87ES77","CG87ST23"
"CG87ES77","CG87ST28"
"CG87ES77","CG87ST29"
"CG87ES78","CG87ST16"
"CG87ES78","CG87ST43"
"CG87ES78","CG87ST45"
"CG87ES78","CG87ST23"
"CG87ES78","CG87ST28"
"CG87ES78","CG87ST29"
"CG87ES79","CG87ST16"
"CG87ES79","CG87ST43"
"CG87ES79","CG87ST45"
"CG87ES79","CG87ST23"
"CG87ES79","CG87ST28"
"CG87ES79","CG87ST29"
"CG87ES80","CG87ST16"
"CG87ES80","CG87ST43"
"CG87ES80","CG87ST45"
"CG87ES80","CG87ST23"
"CG87ES80","CG87ST28"
"CG87ES80","CG87ST29"
"CG87ES81","CG87ST16"
"CG87ES81","CG87ST43"
"CG87ES81","CG87ST45"
"CG87ES81","CG87ST23"
"CG87ES81","CG87ST28"
"CG87ES81","CG87ST29"
"CG87ES82","CG87ST16"
"CG87ES82","CG87ST43"
"CG87ES82","CG87ST45"
"CG87ES82","CG87ST23"
"CG87ES82","CG87ST28"
"CG87ES82","CG87ST29"
"CG87ES83","CG87ST16"
"CG87ES83","CG87ST43"
"CG87ES83","CG87ST45"
"CG87ES83","CG87ST23"
"CG87ES83","CG87ST28"
"CG87ES83","CG87ST29"
"CG87ES84","CG87ST16"
"CG87ES84","CG87ST43"
"CG87ES84","CG87ST45"
"CG87ES84","CG87ST23"
"CG87ES84","CG87ST28"
"CG87ES84","CG87ST29"
"CG87ES85","CG87ST16"
"CG87ES85","CG87ST43"
"CG87ES85","CG87ST45"
"CG87ES85","CG87ST23"
"CG87ES85","CG87ST28"
"CG87ES85","CG87ST29"
"CG87ES86","CG87ST16"
"CG87ES86","CG87ST43"
"CG87ES86","CG87ST45"
"CG87ES86","CG87ST23"
"CG87ES86","CG87ST28"
"CG87ES86","CG87ST29"
"CG87ES87","CG87ST16"
"CG87ES87","CG87ST43"
"CG87ES87","CG87ST45"
"CG87ES87","CG87ST23"
"CG87ES87","CG87ST28"
"CG87ES87","CG87ST29"
"CG87ES88","CG87ST16"
"CG87ES88","CG87ST43"
"CG87ES88","CG87ST45"
"CG87ES88","CG87ST23"
"CG87ES88","CG87ST28"
"CG87ES88","CG87ST29"
"CG87ES89","CG87ST23"
"CG87ES89","CG87ST28"
"CG87ES89","CG87ST29"
"CG87ES90","CG87ST28"
"CG87ES90","CG87ST29"
"CG87ES91","CG87ST34"
"CG87ES92","CG87ST34"
"CG87ES93","CG87ST34"
"CG87ES94","CG87ST34"
"CG87ES95","CG87ST34"
"CG87ES96","CG87ST34"
"CG173ES3.1.2.1","CG173ST1"
"CG173ES3.1.2.1","CG173ST2"
"CG173ES3.1.2.1","CG173ST3"
"CG173ES3.1.2.1","CG173ST4"
"CG173ES3.1.2.1","CG173ST5"
"CG173ES3.1.2.1","CG173ST6"
"CG173ES3.1.2.1","CG173ST7"
"CG173ES3.1.2.1","CG173ST8"
"CG173ES3.1.2.1","CG173ST9"
"CG173ES3.1.2.1","CG173ST10"
"CG173ES3.1.2.1","CG173ST11"
"CG173ES3.1.2.1","CG173ST12"
"CG173ES3.1.2.1","CG173ST13"
"CG173ES3.1.2.1","CG173ST14"
"CG173ES3.1.2.1","CG173ST15"
"CG173ES3.1.2.1","CG173ST16"
"CG173ES3.1.2.1","CG173ST17"
"CG173ES3.1.2.1","CG173ST18"
"CG173ES3.1.2.1","CG173ST19"
"CG173ES3.1.2.1","CG173ST20"
"CG173ES3.1.2.1","CG173ST21"
"CG173ES3.1.2.1","CG173ST22"
"CG173ES3.1.2.1","CG173ST23"
"CG173ES3.1.2.1","CG173ST24"
"CG173ES3.1.2.1","CG173ST25"
"CG173ES3.1.2.1","CG173ST26"
"CG173ES3.1.2.1","CG173ST27"
"CG173ES3.1.2.1","CG173ST28"
"CG173ES3.1.2.1","CG173ST29"
"CG173ES3.1.2.1","CG173ST30"
"CG173ES3.1.2.1","CG173ST31"
"CG173ES3.1.2.1","CG173ST32"
"CG173ES3.1.2.1","CG173ST33"
"CG173ES3.1.2.1","CG173ST34"
"CG173ES3.1.2.1","CG173ST35"
"CG173ES3.1.2.1","CG173ST36"
"CG173ES3.1.2.1","CG173ST37"
"CG173ES3.1.2.1","CG173ST38"
"CG173ES3.1.2.1","CG173ST39"
"CG173ES3.1.2.1","CG173ST40"
"CG173ES3.1.2.1","CG173ST41"
"CG173ES3.1.2.1","CG173ST42"
"CG173ES3.1.2.1","CG173ST43"
"CG173ES3.1.2.1","CG173ST44"
"CG173ES3.1.2.1","CG173ST45"
"CG173ES3.1.2.1","CG173ST46"
"CG173ES3.1.2.1","CG173ST47"
"CG173ES3.1.2.1","CG173ST48"
"CG173ES3.1.2.1","CG173ST49"
"CG173ES3.1.2.1","CG173ST50"
"CG173ES3.1.2.1","CG173ST51"
"CG173ES3.1.2.1","CG173ST52"
"CG173ES3.1.2.1","CG173ST53"
"CG173ES3.1.2.1","CG173ST54"
"CG173ES3.1.2.1","CG173ST55"
"CG173ES3.1.2.1","CG173ST56"
"CG173ES3.1.2.1","CG173ST57"
"CG173ES3.1.2.1","CG173ST58"
"CG173ES3.1.2.1","CG173ST59"
"CG173ES3.1.2.1","CG173ST60"
"CG173ES3.1.2.1","CG173ST61"
"CG173ES3.1.2.1","CG173ST62"
"CG173ES3.1.2.1","CG173ST63"
"CG173ES3.1.2.1","CG173ST64"
"CG173ES3.1.2.1","CG173ST65"
"CG173ES3.1.2.1","CG173ST66"
"CG173ES3.1.2.1","CG173ST67"
"CG173ES3.1.2.1","CG173ST68"
